method,id,project,package,class,isFeatureEnvy,isLongMethod,isLongParametersList,isSwitchStatement,github_url,github_raw_url
"generateScheduleInternal(Calendar, Calendar, int, int, StubType)",312,jFin_DateMath-R1.0.1,org.jfin.date,TypedScheduleGenerator,0,0,0,1,https://github.com/JavaQualitasCorpus/jFin_DateMath-R1.0.1/blob/94f09e70c1f0f39e0c84b7f8468673da31bbf368/src/main/java/org/jfin/date/TypedScheduleGenerator.java#L101-L168,https://raw.githubusercontent.com/JavaQualitasCorpus/jFin_DateMath-R1.0.1/94f09e70c1f0f39e0c84b7f8468673da31bbf368/src/main/java/org/jfin/date/TypedScheduleGenerator.java#L101-L168
"calculateDaycountFraction(Calendar, Calendar, Calendar, Calendar)",1234,jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,ISDAActualActual,0,0,1,0,https://github.com/JavaQualitasCorpus/jFin_DateMath-R1.0.1/blob/94f09e70c1f0f39e0c84b7f8468673da31bbf368/src/main/java/org/jfin/date/daycount/defaultimpl/ISDAActualActual.java#L85-L97,https://raw.githubusercontent.com/JavaQualitasCorpus/jFin_DateMath-R1.0.1/94f09e70c1f0f39e0c84b7f8468673da31bbf368/src/main/java/org/jfin/date/daycount/defaultimpl/ISDAActualActual.java#L85-L97
createEntityEJBs(SimpleModel),17582,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,1,1,0,0,https://github.com/JavaQualitasCorpus/jag-6.1/blob/41648c7fed2819e2127be797ced0c943196e7de9/src/com/finalist/jag/uml/UML2JagGenerator.java#L176-L324,https://raw.githubusercontent.com/JavaQualitasCorpus/jag-6.1/41648c7fed2819e2127be797ced0c943196e7de9/src/com/finalist/jag/uml/UML2JagGenerator.java#L176-L324
createSessionEJBs(SimpleModel),17585,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,1,1,0,0,https://github.com/JavaQualitasCorpus/jag-6.1/blob/41648c7fed2819e2127be797ced0c943196e7de9/src/com/finalist/jag/uml/UML2JagGenerator.java#L358-L460,https://raw.githubusercontent.com/JavaQualitasCorpus/jag-6.1/41648c7fed2819e2127be797ced0c943196e7de9/src/com/finalist/jag/uml/UML2JagGenerator.java#L358-L460
validateSkelet(),17827,jag-6.1,com.finalist.jaggenerator,SkeletValidator,1,1,0,0,https://github.com/JavaQualitasCorpus/jag-6.1/blob/41648c7fed2819e2127be797ced0c943196e7de9/src/com/finalist/jaggenerator/SkeletValidator.java#L35-L413,https://raw.githubusercontent.com/JavaQualitasCorpus/jag-6.1/41648c7fed2819e2127be797ced0c943196e7de9/src/com/finalist/jaggenerator/SkeletValidator.java#L35-L413
"Attribute_Code(int, int, int, int, Opcode[], int, ExceptionTableItem[], int, Attribute[])",6,jasml-0.10,com.jasml.classes,Attribute_Code,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/master/src/com/jasml/classes/Attribute_Code.java#L28-L39,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/master/src/com/jasml/classes/Attribute_Code.java#L28-L39
"ExceptionTableItem(int, int, int, int)",398,jasml-0.10,com.jasml.classes,Attribute_Code.ExceptionTableItem,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/master/src/com/jasml/classes/Attribute_Code.java#L50-L55,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/master/src/com/jasml/classes/Attribute_Code.java#L50-L55
"InnerClass(int, int, int, int)",395,jasml-0.10,com.jasml.classes,Attribute_InnerClasses.InnerClass,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/classes/Attribute_InnerClasses.java#L26-L31,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/classes/Attribute_InnerClasses.java#L26-L31
"Method(int, int, int, int, Attribute[])",403,jasml-0.10,com.jasml.classes,Method,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/classes/Method.java#L18-L24,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/classes/Method.java#L18-L24
"addFieldref(String, String, String)",383,jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L74-L87,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L74-L87
"addInterfaceMethodref(String, String, String, String)",384,jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L111-L124,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L111-L124
"addMethodNameAndType(String, String, String)",386,jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L184-L202,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L184-L202
"addMethodref(String, String, String, String)",385,jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L137-L150,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/ConstantPoolGenerator.java#L137-L150
"GrammerException(int, int, int, String)",381,jasml-0.10,com.jasml.compiler,GrammerException,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/GrammerException.java#L9-L11,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/GrammerException.java#L9-L11
dumpAttribute(Attribute),173,jasml-0.10,com.jasml.compiler,JavaClassDumpper,0,0,0,1,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/JavaClassDumpper.java#L157-L252,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/JavaClassDumpper.java#L157-L252
"exception(int, int, int, String)",391,jasml-0.10,com.jasml.compiler,Scanner,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/Scanner.java#L582-L584,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/Scanner.java#L582-L584
"partialScanner(char[], int, int, int, int)",389,jasml-0.10,com.jasml.compiler,Scanner,0,0,1,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/Scanner.java#L48-L58,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/Scanner.java#L48-L58
parseMethod(),548,jasml-0.10,com.jasml.compiler,SourceCodeParser,1,0,0,0,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/SourceCodeParser.java#L236-L268,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/SourceCodeParser.java#L236-L268
parseMethodInstructions(Method),551,jasml-0.10,com.jasml.compiler,SourceCodeParser,1,1,0,1,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/SourceCodeParser.java#L330-L852,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/compiler/SourceCodeParser.java#L330-L852
parseOpcodes(byte[]),27,jasml-0.10,com.jasml.decompiler,JavaClassParser,0,0,0,1,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/decompiler/JavaClassParser.java#L419-L543,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/decompiler/JavaClassParser.java#L419-L543
calculateReferences(Method),26,jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,0,0,0,1,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/decompiler/SourceCodeBuilder.java#L740-L842,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/decompiler/SourceCodeBuilder.java#L740-L842
"toString(Attribute_Code, HashSet)",25,jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,0,0,0,1,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/decompiler/SourceCodeBuilder.java#L176-L432,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/decompiler/SourceCodeBuilder.java#L176-L432
processOpcode(Node),174,jasml-0.10,com.jasml.helper,OpcodeLoader,0,0,0,1,https://github.com/JavaQualitasCorpus/jasml-0.10/blob/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/helper/OpcodeLoader.java#L32-L135,https://raw.githubusercontent.com/JavaQualitasCorpus/jasml-0.10/9be302a8b5f889d8e397efc3aecb49ab73828ecc/src/com/jasml/helper/OpcodeLoader.java#L32-L135
"inheritCellSize(int, int)",290,jasperreports-3.7.3,net.sf.jasperreports.crosstabs.design,JRDesignCrosstab,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/crosstabs/design/JRDesignCrosstab.java#L1144-L1194,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/crosstabs/design/JRDesignCrosstab.java#L1144-L1194
"addCrosstabRows(ReportConverter, JRCrosstab, int, int, List)",1060,jasperreports-3.7.3,net.sf.jasperreports.engine.convert,CrosstabConverter,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/convert/CrosstabConverter.java#L333-L434,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/convert/CrosstabConverter.java#L333-L434
"getLoadedFont(JRFont,int,Locale)",82,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JExcelApiExporter,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1214-L1298,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1214-L1298
getSuitablePaperSize(JasperPrint),261,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JExcelApiExporter,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1752-L1818,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1752-L1818
"StyleInfo(Pattern, Colour, int, int, int, WritableFont, BoxStyle)",19,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JExcelApiExporter.StyleInfo,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1480-L1500,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1480-L1500
"StyleInfo(Pattern, Colour, int, int, int, WritableFont, JRExporterGridCell, boolean)",18,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JExcelApiExporter.StyleInfo,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1457-L1478,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java#L1457-L1478
"JRExporterGridCell(ElementWrapper, int, int, int, int)",975,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRExporterGridCell,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRExporterGridCell.java#L64-L80,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRExporterGridCell.java#L64-L80
"JRGridLayout(ExporterNature, ElementWrapper[], int, int, int, int, String)",33,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRGridLayout,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRGridLayout.java#L148-L186,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRGridLayout.java#L148-L186
"JRGridLayout(ExporterNature, List, int, int, int, int, CutsInfo)",32,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRGridLayout,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRGridLayout.java#L108-L146,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRGridLayout.java#L108-L146
exportReportToWriter(),101,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRHtmlExporter,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRHtmlExporter.java#L672-L761,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRHtmlExporter.java#L672-L761
getHyperlinkTarget(JRPrintHyperlink),103,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRHtmlExporter,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRHtmlExporter.java#L1415-L1473,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRHtmlExporter.java#L1415-L1473
exportReport(),95,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRPdfExporter,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRPdfExporter.java#L241-L410,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRPdfExporter.java#L241-L410
exportElements(Collection),271,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRRtfExporter,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRRtfExporter.java#L1282-L1311,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRRtfExporter.java#L1282-L1311
"exportRightPen(JRPen, JRPen, JRPen, int, int, int, int)",31,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRRtfExporter,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRRtfExporter.java#L1413-L1437,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRRtfExporter.java#L1413-L1437
exportImage(JRPrintImage),88,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRXhtmlExporter,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXhtmlExporter.java#L1401-L1763,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXhtmlExporter.java#L1401-L1763
"createTextCell(JRPrintText, JRExporterGridCell, int, int, JRStyledText, StyleInfo, short)",21,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRXlsExporter,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXlsExporter.java#L484-L656,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXlsExporter.java#L484-L656
"getLoadedCellStyle(short, short, short, short, short, HSSFFont, JRExporterGridCell)",22,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRXlsExporter,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXlsExporter.java#L972-L984,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXlsExporter.java#L972-L984
"StyleInfo(short, short, short, short, short, HSSFFont, BoxStyle)",26,jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRXlsExporter.StyleInfo,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXlsExporter.java#L1735-L1755,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/JRXlsExporter.java#L1735-L1755
"initialize(Graphics2D, int, int, int, int, int, int, int, int, float, HorizontalAlignEnum, VerticalAlignEnum, float, float, int, boolean)",36,jasperreports-3.7.3,net.sf.jasperreports.engine.export,TextRenderer,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/TextRenderer.java#L183-L251,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/TextRenderer.java#L183-L251
"drawBottomPen(Graphics2D, JRPen, JRPen, JRPen, JRPrintElement, int, int)",41,jasperreports-3.7.3,net.sf.jasperreports.engine.export.draw,ElementDrawer,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/draw/ElementDrawer.java#L298-L386,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/draw/ElementDrawer.java#L298-L386
"drawLeftPen(Graphics2D, JRPen, JRPen, JRPen, JRPrintElement, int, int)",40,jasperreports-3.7.3,net.sf.jasperreports.engine.export.draw,ElementDrawer,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/draw/ElementDrawer.java#L208-L295,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/draw/ElementDrawer.java#L208-L295
"drawTopPen(Graphics2D, JRPen, JRPen, JRPen, JRPrintElement, int, int)",39,jasperreports-3.7.3,net.sf.jasperreports.engine.export.draw,ElementDrawer,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/draw/ElementDrawer.java#L118-L205,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/draw/ElementDrawer.java#L118-L205
"exportProps(String, Map, Map, Locale)",257,jasperreports-3.7.3,net.sf.jasperreports.engine.export.ooxml,PptxRunHelper,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/ooxml/PptxRunHelper.java#L132-L253,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/ooxml/PptxRunHelper.java#L132-L253
"exportPage(JRPrintPage,CutsInfo,int,JRPrintElementIndex,boolean)",329782,jasperreports-3.7.3,net.sf.jasperreports.engine.export.xmlss,JRXmlssExporter,1,1,0,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/xmlss/JRXmlssExporter.java#L487-L647,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/xmlss/JRXmlssExporter.java#L487-L647
exportReportToStream(Writer),329781,jasperreports-3.7.3,net.sf.jasperreports.engine.export.xmlss,JRXmlssExporter,0,1,0,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/xmlss/JRXmlssExporter.java#L355-L485,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/export/xmlss/JRXmlssExporter.java#L355-L485
"calculateTickUnits(Axis, boolean)",191,jasperreports-3.7.3,net.sf.jasperreports.engine.fill,DefaultChartTheme,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/DefaultChartTheme.java#L2029-L2110,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/DefaultChartTheme.java#L2029-L2110
getStretchHeightDiff(),41,jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRFillElementGroup,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRFillElementGroup.java#L190-L251,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRFillElementGroup.java#L190-L251
fillGroupFooters(boolean),37,jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRHorizontalFiller,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRHorizontalFiller.java#L836-L954,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRHorizontalFiller.java#L836-L954
fillSummaryNoLastFooterSamePage(),178,jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRVerticalFiller,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRVerticalFiller.java#L1056-L1139,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRVerticalFiller.java#L1056-L1139
fillSummaryWithLastFooterNoPageBands(),180,jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRVerticalFiller,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRVerticalFiller.java#L1390-L1712,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/JRVerticalFiller.java#L1390-L1712
appendTruncateSuffix(AttributedCharacterIterator),39,jasperreports-3.7.3,net.sf.jasperreports.engine.fill,TextMeasurer,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/TextMeasurer.java#L488-L584,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/fill/TextMeasurer.java#L488-L584
